watchers,forks
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
2,1
1,0
4,0
1,0
1,0
1,0
2,0
10,8
1,0
1,0
1,0
1,0
5,0
11,11
13,3
3,2
1,1
1,2
6,1
2,0
1,0
1,0
6,5
1,0
2,0
1,0
1,0
1,0
1,0
21,31
17,13
19,10
41,12
2,0
5,0
3,0
4,2
1,2
3,0
2,1
1,0
2,2
3,8
2,3
11,32
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,1
1,0
1,0
1,1
1,0
1,0
2,1
2,0
2,0
1,0
1,0
1,0
1,0
1,0
2,3
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
52,34
1,0
1,0
1,0
7,0
11,1
62,7
1,0
3,0
16,4
342,46
2,0
2,0
2,1
5,0
1,0
3,0
119,37
1,0
1,0
1,0
3,5
5,2
29,27
3,3
7,4
35,9
1,2
1,2
1,7
2,1
1,0
8,2
5,0
2,0
1,0
1,0
1,0
1,0
6,0
1,0
2,1
14,8
1,0
2,0
1,0
1,0
1,0
1,0
1,1
1,0
1,2
1,0
1,0
1,0
4,1
1,1
1,0
1,0
7,1
1,0
1,0
2,0
1,0
14,4
1,0
1,0
1,0
1,0
1,0
1,0
2,0
2,0
1,1
1,0
1,0
1,0
12,2
16,4
5,1
1,0
1,0
44,58
2091,752
1,0
1,0
1,1
4,0
4,1
1,0
1,0
6,1
9,2
1,0
12,9
23,17
4,0
2,2
7,6
1,0
3,3
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,0
2,3
1,0
23,7
1,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
7,8
1,0
3,2
1,0
1,0
1,0
1,0
1,0
1,0
144,46
3,4
1,0
23,11
1,0
1,1
4,3
1,0
1,1
1,0
1,0
3,1
6,9
1,0
1,0
4,19
12,28
8,7
3,2
2,0
5,4
3,1
1,0
2,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
2,0
2,1
1,0
3,1
22,4
2,2
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,4
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
634,10
1,0
1,0
1,0
1,0
1,0
2,0
37,12
654,258
1,0
2,0
57,17
2,0
1,0
1,0
9,2
2,1
3,1
55,32
28,51
57,94
4,37
50,287
4,0
3,1
3,2
1,15
1,5
2,0
2,0
15,8
1,0
2,2
3,0
1,0
3,1
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,1
1,0
1,0
7,3
1,0
2,0
12,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
32,9
1,0
1,1
1,0
1,0
1,0
1,1
5,4
1,0
8,4
193,299
2,0
2,0
6,1
14,3
4,0
4,3
1,0
1,0
34,6
1,0
1,0
2,1
2,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
1,0
6,3
2,0
2,0
1,0
3,2
2,0
2,0
1,1
37,22
36,27
1,0
1,0
1,1
1,0
1,0
3,2
5,2
1,1
5,1
2,0
2,1
1,0
12,0
5,0
2,1
2,0
2,1
4,2
2,1
5,4
3,5
93,18
1,0
2,1
2,0
6,1
1,0
6,2
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
2,1
1,0
5,0
1,0
1,0
1,0
1,0
1,0
1,0
14,2
2,1
1,0
82,11
1,0
1,0
7,2
1,0
1,2
1,0
1,1
1,0
1,0
1,0
1,0
8,0
1,0
15,15
1,0
23,5
14,4
1,0
5,3
5,5
1,35
11,6
3,3
1,0
3,1
2,1
14,4
3,2
14,3
2,0
1,2
1,0
1,0
1,0
4,0
1,0
5,2
3,2
1,0
5,1
1,0
1,0
1,0
1,0
1,0
1,0
2,1
1,0
1,0
1,0
2,0
3,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
19,11
11,5
61,40
12,6
424,61
1,0
3,6
1,0
6,1
2,0
1,0
1,0
31,10
2,0
3,1
1,0
3,1
4,1
3,0
31,0
1,0
2,0
1,0
10,5
11,13
10,16
1,0
18,5
3,2
8,6
70,46
10,7
9,1
2,2
6,2
1,3
1,2
1,0
1,0
2,1
2,1
2,0
2,0
1,0
1,0
5,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
1,0
2,1
1,0
1,0
8,7
1,0
1,0
1,0
30,14
582,115
2,0
12,0
1,0
3,1
1,0
1,0
1,1
22,0
1,0
1,0
1,0
1,0
2,0
8,2
3,0
2,1
1,0
1,0
2,4
2,2
3,2
46,27
2,3
2,2
2,0
7,1
5,2
1,2
2,1
2,1
2,0
1,0
1,0
2,1
1,0
3,0
3,0
1,0
1,0
1,0
33,28
1,0
1,1
1,0
1,0
2,2
1,0
1,0
1,0
1,0
1,0
1,0
4,1
1,0
1,0
1,1
2,0
1,0
1,0
1,0
1,0
3,0
1,0
1,1
100,71
2,0
1,1
3,0
4,3
1,0
1,1
2,0
2,0
12,5
2,1
1,0
2,0
7,2
2,0
6,2
96,18
1,0
1,0
7,11
248,62
7,6
31,12
3,2
5,3
1,4
2,3
3,2
1,0
1,0
10,8
2,0
1,0
3,1
1,0
1,0
2,0
9,1
1,0
3,0
1,0
2,1
1,0
1,0
3,8
1,0
22,5
2,0
1,0
1,0
1,0
1,1
3,1
2,0
2,0
1,0
1,0
22,12
1,0
5,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
4,3
133,36
8,11
377,392
2,1
2,0
2,1
7,1
4,0
36,9
5,0
13,4
4,2
1,0
3,0
1,0
1,0
1,0
1,0
1,2
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
1,0
5,2
1,0
2,1
1,0
2,1
2,0
1,0
1,0
1,1
1,1
1,0
1,1
1,0
4,1
1,0
2,0
1,0
1,0
3,0
7,10
3,1
5,3
2,1
1,0
1,1
1,0
713,222
3,2
6,2
1,0
1,3
3,2
8,4
4,2
5,1
2,1
2,1
2,1
2,1
2,0
2,1
4,2
1,0
2,0
1,0
1,0
1,0
1,0
2,1
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,1
1,0
1,0
1,1
1,0
1,0
1,0
1,1
1,0
1,0
1,0
3,0
1,0
1,0
1,0
2,0
1,0
1,2
1,0
4,2
1,0
1,0
1,0
1,0
87,29
4,0
3,0
1,1
1,0
1,0
1,0
2,1
2,0
2,0
1,0
1,1
103,102
1,0
63,74
12,16
3,4
5,5
9,21
15,33
6,5
3,5
1,4
3,2
92,27
3,3
5,2
2,3
16,1
5,2
5,4
2,1
1,0
2,1
2,1
1,0
1,0
3,1
1,0
2,1
2,0
1,0
2,0
1,0
1,0
16,3
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
3,0
1,1
1,0
1,1
1,0
59,13
16,0
1,0
1,0
1,0
7,3
6,3
1,0
1,0
958,323
5,8
59,20
3,1
23,7
1,0
1,0
1,0
11,7
2,3
3,7
6,9
8,16
6,3
3,2
1,0
1,0
6,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
5,0
2,2
1,0
1,0
1,0
1,1
1,0
1,1
3,0
1,0
1,0
1,0
7,0
1,1
1,0
1,0
1,0
1,0
2,0
1,0
1,0
5,4
7,16
6,6
19,4
3,4
3,11
23,17
5,4
11,3
1,2
5,2
2,0
3,2
3,1
1,0
3,0
2,0
1,0
1,0
3,0
2,1
2,0
1,0
3,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,2
1,0
1,0
2,0
1,0
2,2
2,0
1,0
1,0
1,0
23,11
1,0
1,0
1,0
791,122
1,0
4,8
1,0
1,0
62,11
1,0
6,0
1,0
21,7
1,0
1,0
1,0
1,0
1,0
1,0
1,0
5,4
2,3
5,5
8,17
1,5
3,3
6,1
2,0
3,2
2,0
1,0
25,53
2,0
2,0
2,0
1,0
1,0
1,0
1,0
2,3
4,2
2,3
4,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
1,0
1,0
1,0
2,1
1,0
1,0
1,1
1,0
1,0
1,0
1,1
1,0
1,1
1,0
1,0
2,1
6,1
4,3
1,0
1,0
7,1
1,1
1,0
1,0
1,0
1,0
2,0
47,10
1,1
1,1
1,1
19,5
44,21
1,0
1,1
1,0
1,0
1,0
19,6
1,0
6,1
1,0
1,0
1,0
1,1
1,1
51,25
10,6
1,1
1,0
1,0
2,1
1,0
1,0
1,0
1,0
2,2
1,0
53,5
2,0
1,0
1,0
2,5
17,6
6,2
12,7
1,0
3,1
5,6
10,0
4,1
4,1
12,3
2,0
28,11
2,0
1,0
7,8
1,0
2,0
1,0
3,5
1,0
1,0
1,1
1,0
1,0
1,0
1,0
3,3
3,0
1,0
1,0
1,0
1,0
2,0
2,1
1,0
1,1
2,1
1,0
1,0
1,0
1,0
2,2
1,0
1,0
1,0
2,0
1,0
1,0
1,0
9,4
1,0
1,0
1,0
1,0
1,0
1,0
1,0
19,6
1,0
1,0
1,0
4,3
1,0
1,0
1,0
1,0
1,0
6,0
2,1
1,0
2,0
10,7
4,6
4,3
16,14
3,1
13,7
1,0
1,0
1,1
6,2
3,2
1,0
1,0
1,0
1,0
3,2
1,0
1,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
8,0
4,2
1,0
2,0
49,9
1,0
1,0
18,4
1,10
7,4
6,3
10,27
1,0
1,0
1,2
2,0
1,0
11,19
2,0
1,1
1,0
1,0
1,0
1,1
4,2
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
2,0
33,4
36,9
3,1
14,6
97,16
101,50
62,53
25,16
11,7
7,3
3,10
6,2
2,2
7,3
2,2
4,1
1,0
2,1
1,2
1,1
2,0
6,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
5,6
8,4
1,0
1,0
268,91
1,1
1,0
3,0
1,0
1,0
1,0
24,9
8,1
5,0
2,0
1,0
8,1
1,0
1,0
1,0
5,4
2,5
21,11
1,0
124,36
4,2
4,7
6,2
6,3
8,6
3,4
6,5
14,6
5,2
3,0
1,0
4,1
2,0
2,0
9,1
386,88
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,1
2,1
2,1
1,0
1,0
2,1
1,0
1,0
3,0
2,0
1,0
84,22
1,0
1,0
36,11
1,0
1,0
1,0
1,0
1,0
1,0
39,15
1,0
1,0
1,0
7,4
1,0
388,181
1,0
1,0
679,44
1,1
3,3
1,1
2,0
2,3
1,0
1,0
1,0
1,0
2,0
1,0
63,33
105,65
1,0
5,35
1,0
4,7
17,20
10,10
7,4
4,12
2,0
2,0
2,3
3,0
1,1
4,0
5,2
2,0
1,0
26,11
1,2
1,2
2,0
2,1
2,0
5,1
2,0
1,0
1,0
2,0
3,3
1,0
2,1
3,1
1,0
1,0
2,0
1,0
2,1
1,0
2,1
1,0
2,0
1,0
1,1
3,1
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,1
1,0
1,0
2,0
1,0
1,0
2,1
1,0
1,0
21,30
3,1
1,0
1,0
1,0
1,0
4,3
1,0
1,1
1,4
3,1
1,0
2,2
1,0
1,0
1,0
1,0
2,0
1,0
1,1
1,0
1,0
1,0
1,1
1,0
1,0
1,1
5,0
1,1
1,0
1,0
1,1
1,1
1,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
1,0
12,8
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
109,73
1,19
1,8
5,10
2,0
6,2
3,4
7,13
2,0
1,3
2,0
1,0
2,0
2,1
4,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,10
1,1
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,0
78,19
1,0
2,0
6,3
128,30
294,91
2,0
5,2
36,2
6,0
21,2
1,0
1,0
1,0
2,2
2,0
2,0
1,0
10,26
1,0
357,347
14,13
137,38
13,19
11,2
9,13
3,3
102,39
6,0
45,28
6,17
3,2
4,2
7,3
3,2
1,0
3,2
60,37
2,0
1,0
2,0
9,3
3,2
3,0
1,0
3,2
2,1
2,1
2,3
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
3,1
2,0
6,0
2,1
1,0
1,0
2,0
2,0
3,3
1,0
1,0
5,4
4,3
1,0
1,0
1,0
1,0
1,0
1,0
2,0
2,1
3,3
2,4
4,3
84,32
1,0
1,0
9,8
1,1
1,0
1,0
1,0
1,0
1,1
24,3
2,0
45,26
7,4
28,9
11,25
51,39
7,10
7,3
7,6
4,2
3,3
2,5
7,1
5,2
9,16
4,2
2,0
2,1
3,8
2,0
4,4
4,0
3441,660
2,0
2,0
1,0
1,0
1,3
5,0
2,1
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,1
2,1
2,0
1,0
1,0
2,2
1,0
1,0
13,4
5,0
1,0
25,28
5,19
34,32
7,20
17,3
7,1
4,12
5,6
1,3
4,1
6,0
2,3
2,0
2,4
4,0
2,0
2,2
1,0
4,1
1,4
2,0
1,0
2,0
1,1
1,0
463,565
1,0
1,1
1,0
1,0
4,0
1,0
1,0
2,0
1,0
1,1
4,0
2,0
4,0
1,0
1,0
2,0
3,0
1,0
1,0
1,0
1,0
2,2
4,1
140,78
6,1
1,0
1,0
1,0
15,6
1,2
27,20
3,0
1,0
1,0
1,1
1,0
1,1
3,0
1,0
6,1
1,1
2,0
46,16
11,4
5,16
3,10
132,97
1,0
8,3
1,2
115,49
2,2
5,3
1,0
2,0
10,7
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,1
1,1
3,0
3,4
1,0
2,0
4,1
1,0
2,0
2,1
1,1
9,3
2,0
4,1
12,4
4,4
1,0
1,0
2,1
23,2
3,0
2,1
1,0
1,0
62,17
101,29
10,6
1,0
47,31
5,4
5,6
5,5
1,4
3,5
3,2
3,2
1,2
14,13
3,1
3,0
2,1
1,0
6,4
2,2
1,0
3,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,1
3,0
1,0
1,0
2,2
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
44,10
2,1
1,0
3,2
2,0
1,3
1,9
3,1
2,0
15,4
1,0
1,0
1,0
2,0
1,0
135,152
1,0
9,2
4,4
3,6
2,2
3,0
2,0
7,11
2,0
2,0
1,0
1,0
3,2
1,0
4,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
177,72
1,0
2,2
7,2
3,0
1,0
1,0
1,0
1,0
2,0
1,1
1,0
1,0
1,1
21,13
1,2
2,1
1,0
1,0
1,0
1,0
1,0
20,4
1,0
1,1
3,6
1,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
4,1
3,0
12,18
139,123
3,45
16,4
2,0
6,3
4,2
21,3
9,10
1,2
2,1
2,1
2,2
3,2
2,0
1,1
235,155
2,0
1,0
1,0
1,0
1,1
1,0
3,0
3,0
1,0
1,0
39,41
1,1
1,0
1,0
1,1
1,1
1,1
1,1
1,0
2,0
1,0
1,1
1,0
1,0
1,0
1,0
6,1
1,0
1,1
1,0
1,0
1,0
3,1
1,0
1,0
1,0
1,0
1,32
1,0
1,0
1,0
2,3
3,1
20,1
119,28
1,1
2,1
1,0
1,0
6,2
1,1
1,0
1,0
43,32
5,3
1,0
49,8
5,0
5,1
1414,105
18,7
4,0
5,1
2,0
1,0
1,0
2,1
1,0
1,0
2,0
1,1
1,0
1,0
1,0
1,0
5,0
1,0
6277,1304
1,0
1,1
5,7
1,0
1,0
2,1
1,0
1,0
1,1
1,1
1,0
1,0
1,1
2,1
1,0
1,0
1,0
1,0
42,15
1,0
10,6
2,1
1,0
1,0
1,0
90,22
3,3
1,0
5,2
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,1
2,1
21,8
14,29
66,49
16,19
1,0
1,0
3,0
8,7
1,0
2,1
1,0
2,1
2,1
1,0
1,0
3,3
1,0
1,1
1,1
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
2,1
1,0
1,0
2,1
1,0
9,4
15,3
1,0
1,0
1,0
1,0
108,47
1,0
2,1
1,0
1,0
2,1
1,0
1,0
3,2
1,0
2,1
1,0
1,0
1,0
4,1
1,1
1,0
24,38
11,10
5,6
147,95
1,0
9,0
3,1
13,11
4,0
3,2
2,0
3,2
1,0
2,0
1,2
3,0
2,1
1,0
1,0
1,0
1,0
1,0
5,5
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
2,0
1,0
2,0
1,0
1,0
2,1
1,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
12,7
1,0
1,0
1,0
2,0
1,0
1,1
2,0
5,2
2,2
4,0
1,0
3,1
1,0
1,0
1,0
29,68
68,22
50,12
9,21
1,0
2,2
4,1
9,18
4,2
5,2
1,3
2,0
5,2
2,1
2,0
1,0
2,0
2,0
1,0
31,9
1,0
1,0
1,3
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,1
3,0
1,0
1,0
1,0
1,1
1,0
1,0
8,3
1,0
1,0
1,0
4,0
1,2
6,4
7,3
1,0
1,0
1,0
1,0
1,0
1,0
1,0
4,0
1,0
2,0
1,0
4,3
1,0
3,2
1,1
1,0
1,0
243,212
1,0
1,0
232,106
4,85
18,17
7,12
12,4
36,22
6,6
12,11
277,144
2,2
4,11
1,0
2,1
3,2
5,3
2,2
1,0
1,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
322,45
1383,257
1,0
44,10
13,6
1,0
1,1
2,2
2,1
1506,355
1,0
14,7
1,1
1,0
2,0
1,0
1,3
1,0
1,0
1,1
4,0
1,0
1,0
1,0
4,1
8,0
2,0
1,0
1,0
6,0
1,0
1,0
1,0
2,1
2,0
2,0
1,0
2,2
3,3
1,0
1,0
1,4
65,17
2,2
2,0
20,13
1,0
1,0
1,0
2,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,2
1,0
1,0
1,0
1,0
1,0
1,0
22,7
1,0
1,0
139,35
2,1
1,0
1,0
1,0
1,0
2,0
1,0
3,5
1,0
1,0
2,1
347,93
1,0
1,0
33,11
2,2
1,1
1,0
5,1
44,12
3,0
4,1
1,0
23,4
1,0
2,0
1,1
7,0
1,0
2,1
1,0
2,0
2,1
207,97
153,51
28,24
34,22
6,6
172,70
70,21
3,4
42,21
2,1
293,286
4,3
2,2
38,5
1,0
3,1
2,2
1,0
1,0
1,0
2,1
1,0
3,2
1,0
1,0
1,0
1,0
6,0
1,0
1,0
1,0
1,0
1,0
1,1
2,1
6,0
1,2
1,0
1,0
24,12
2,0
1,0
1,0
6,17
1,0
2,0
1,1
1,2
1,0
1,0
1,0
1,0
10,3
2,0
1,1
1,0
1,0
1,0
1,0
7,5
1,0
182,29
666,313
1,0
52,16
1,0
1,0
34,8
213,145
7,3
28,13
1,0
1,4
10,13
5,6
3,5
8,4
2,1
2,2
1,0
2,1
3,0
5,0
1,3
1,0
1,0
1,0
20,1
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
4,0
2,0
3,1
1,2
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
126,48
1,0
1,0
2,2
1,0
3,0
3,1
1,0
1,0
2,0
1,0
1,0
468,38
3,23
16,44
3,7
2,3
2,5
66,44
2,0
2,0
1,0
3,0
1,0
1,0
4,0
1,0
2,2
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
3,1
1,0
1,0
14,4
1,0
1,1
6,1
1,0
1,0
3,0
6,11
23,18
33,38
38,10
7,4
2,3
3,1
6,9
1,0
2,0
5,1
1,0
3,1
1,0
1,1
7,3
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
17,9
1,0
20,22
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
10,4
1,0
1,0
1,0
3,1
5,1
1,0
1,0
1,0
1,0
1,1
1,0
2,0
5,1
14,9
1218,244
49,38
1,80
1,0
3,1
3,0
2,0
2,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
4,4
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
2,0
2,1
1,1
1,0
1,1
8,2
1,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
47,8
3,0
1,0
1,1
73,13
1,0
8,1
8,2
1,0
2,0
1,0
22,3
2,0
1,0
1,0
1,0
1,0
2,2
4,7
8,3
11,6
22,17
1,3
2,0
2,2
2,2
1,3
1,0
2,1
3,1
3,1
3,0
1,0
2,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,2
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
14,6
1,0
2,1
1,0
1,0
1,0
1,1
3,1
1,0
234,64
1,0
12,0
1,0
39,11
2,1
2,1
8,3
8,1
1,0
1,1
1,0
2,4
13,4
1,0
1,1
1,0
9,22
916,334
20,25
2,1
3,0
32,7
4,1
26,8
3,3
2,0
2,0
2,1
2,6
37,33
3,0
15,23
2,0
3,1
1,0
1,0
21,4
1,1
1,0
3,1
1,0
2,0
1,0
1,0
3,0
2,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
2,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,1
108,25
1,0
2,1
1,0
1,0
2,1
1,0
1,0
1,1
1,0
1,0
1,0
2,1
19,3
1,0
116,119
33,7
2,0
3,1
1,0
1,5
1,0
1,0
5,0
1,0
1,0
39,4
1,1
19,2
3,0
2,2
4,1
1,0
3,1
1,0
5,0
31,25
61,73
1,8
145,86
1,0
3,2
30,6
29,20
6,5
1,4
1,0
2,1
2,2
4,0
3,0
1,0
1,0
1,2
181,30
1,0
1,0
1,3
2,1
4,1
3,0
1,0
1,1
1,0
2,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,1
6,2
1,0
1,0
2,0
5,6
1027,228
5,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
119,42
1,1
1,0
2,0
1,1
6,4
2,1
1,0
1,0
1,1
1,0
2,0
3,0
1,1
1,0
1,0
1,0
1,0
4,2
1,0
1,0
21,10
4,0
1,0
4,2
5,1
47,128
2,0
2,2
1,0
3,2
1,0
1,0
3,1
1,0
1,0
4,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
6,0
1,0
1,0
1,0
1,0
7,5
1,0
1,0
1,0
412,81
1,0
1,2
2,0
2,0
1,0
1,1
1,0
2,0
85,4
1,0
734,125
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
14,10
1,0
1,0
83,36
4,7
6,4
6,3
106,35
15,9
4,2
2,2
4,1
2,1
1,6
1,0
3,1
1,0
1,0
1,1
7,3
1,0
1,0
1,0
1,1
1,0
2,2
1,0
1,0
1,0
1,0
1,0
1,0
1,0
4,0
1,0
1,0
1,0
1,1
3,0
751,648
2,1
1,0
1,0
1,0
1,0
1,0
35,7
1,0
1,0
1,0
5,2
1,0
3,0
2,1
1,0
1,0
9,2
3,5
31,12
268,40
7,3
87,7
7,2
6,6
4,0
26,3
7,8
1,0
1,0
3,1
1,0
2,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
5,2
1,0
1,0
1,0
1,0
4,0
1,0
1,0
1,1
1,1
1,0
1,1
1,0
2,0
1,0
2,1
