watchers,forks
3,0
1,0
1,0
54,62
2,1
3,3
2,0
1,1
2,0
1,0
1,0
1,0
8066,2813
109,48
1,0
210,21
10,8
53,13
3,2
7,5
5,1
5,0
9,15
14,18
14,7
1,0
1,0
1,2
1,0
3,0
8,1
3,0
1,0
1,0
1,0
11,4
9,6
2,1
12,6
1,0
1,0
4,13
1,0
1,0
1,0
1,1
1,0
1,1
1,0
3,0
1,0
2,0
1,0
1,2
1,1
1,1
1,0
1,1
3,0
2,0
1,0
2,0
15,12
8,16
48,24
151,38
12,24
7,8
16,15
116,43
7,5
3,6
2,5
1,19
16,5
2,0
1,0
5,5
4,3
3,2
6,2
1,0
1,2
3,0
1,1
4,1
3,3
3,2
3,6
1,2
1,1
2,2
1,0
4,0
27,21
1,0
2,0
6,1
1,1
1,0
1,0
1,0
1,1
1,0
1,0
2,0
4,2
1,0
1,0
7,2
15,139
1,0
1,0
1,1
12,4
1,0
2,0
29,1
76,4
58,32
15,13
5,5
9,10
4,3
2,4
92,30
130,124
3,4
2,2
3,0
8,11
16,5
1,0
1,3
3,2
3,0
1,0
1,0
7,1
3,4
3,4
3,2
8,1
1,1
4,4
1,1
16,9
136,23
17,8
2,0
10,1
7,2
5,4
1,0
1,1
884,43
1,0
2,3
1,0
15,4
11,5
4,2
3,0
10,4
1,0
38,39
2,2
1,0
3,1
1,0
1,1
32,27
23,50
3,3
3,5
6,8
3,6
1,0
2,3
567,218
6,1
84,32
1,3
9,1
2,1
1,1
2,0
84,30
4,2
2,1
1,0
2,3
2,1
1,0
1,0
1,0
1,2
4,3
2,0
1,1
5,2
1,0
2,2
1,1
4,13
1,2
1,1
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,1
4,2
1,0
1,0
4,1
1,0
1,0
40,41
10,17
28,18
132,8
57,18
25,9
3,7
12,4
13,18
3,1
2,4
1,0
102,50
1,1
2,4
1,1
91,27
1,0
1,1
1,0
1,1
2,2
3,1
1,1
2,4
12,11
2,2
1,1
1,0
1,0
21,9
2,1
292,41
1,0
119,42
1,1
2,0
1,0
1,1
1,1
2,2
3,10
6,8
1,2
3,4
42,7
3,2
1,2
3,0
1,0
6,20
1,0
1,1
1,0
2,0
66,21
2,1
1,0
2,0
1,0
1,0
3,3
7,6
1,1
1,0
45,50
2,0
1,0
16,8
1,0
186,40
1,0
2,3
36,10
1,0
2,1
11,1
5,1
1,0
2,0
1,0
2,0
67,31
19,25
8,14
1,7
10,6
2,5
2,6
201,51
11,4
2,2
52,18
43,48
5,9
1,3
3,2
58,16
1,2
1,0
4,0
1,0
40,17
13,4
3,2
31,21
2,0
18,0
1,0
11,8
1,0
3,1
2,0
81,22
10,3
3,1
12,6
1,0
8,2
1,0
16,2
33,15
1,0
5,1
1,0
8,1
4,1
11,2
4,0
1,1
2,0
2,3
21,0
4,5
1,3
37,1
1,1
1,0
1,0
1,1
3,1
1,1
7,2
18,13
27,2
2,3
3,1
5,8
7,1
11,4
2,0
1,1
1,2
2,0
8,6
2,0
1,2
1,2
192,4
18,8
3,10
3,0
1,0
1,0
61,67
8,3
10,2
8,16
11,15
3,4
4,2
1,1
1,0
1,0
1,2
1,0
1,1
5,1
13,8
3,0
2,0
1,0
2,0
2,0
4,0
1,0
1,1
1,1
851,524
100,47
2,45
4,4
170,64
3,7
2,11
6,4
4,8
1,4
41,7
4,5
3,3
37,28
14,10
34,20
32,18
25,6
2,3
10,31
1,4
1,0
1,4
1,0
5,2
3,2
1,1
9,3
8,4
5,3
1,1
1,0
11,8
1,0
15,21
1,0
2,1
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
3,1
1,0
2,0
1,0
1,0
30,19
7,6
75,35
1,121
7,12
2,2
22,4
58,18
2,3
73,74
1,0
20,7
1,0
3,0
1,0
1,2
2,0
10766,1357
1,1
2,1
3,2
888,398
3,0
1,0
3,0
9,2
1,0
2,3
7,1
6,1
3,1
1,2
30,11
38,34
3,1
1,0
2,0
2,0
9,1
3,2
1,1
1,1
2,0
1,0
1,0
1,0
1,0
73,15
8,5
182,15
41,13
3,0
10,3
2,8
208,122
4,1
2,0
7,0
10,7
3,2
1,0
12,8
1,0
123,48
1,0
1,1
1,1
1,1
3,4
1,0
3,0
1,0
10,1
2,5
1,0
3,1
1,0
2,0
1,1
1,0
3,1
1,0
1,1
1,0
1,0
1,0
1,1
4,1
1,1
1,0
2,0
3,8
2,5
22,15
23,16
3,4
5,1
4,2
2,3
38,6
4,7
2,0
2,0
13,23
1,1
47,3
22,5
2,2
3,2
1,0
3,2
1,0
2,2
2,4
37,19
13,3
1,0
5,2
109,10
10,2
4,0
1,0
12,0
1,4
1,0
1,2
1,0
1,0
1,0
1,0
1,0
112,73
45,21
20,14
3,4
11,12
6,14
2,9
20,14
1,6
3,0
250,85
4,2
9,18
2,0
1,5
1,2
1,0
1,0
14,8
1,1
1,0
1,1
2,0
1,1
1,0
1,0
9,6
1,0
1,0
4,8
1,0
2,1
1,0
8,1
1,1
1,0
95,30
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
7,1
1,0
1,1
1,0
39,43
26,20
228,71
44,13
11,3
32,25
20,14
3,2
3,9
5,4
2,4
27,15
2,3
1,2
3018,1445
27,9
1,3
1,3
3,4
1,0
2,0
1,2
146,166
1,0
1,1
14,4
2,0
6,2
1,0
3,1
2,0
2,0
5,1
1,0
1,0
1,0
2,0
1,0
1,0
1,0
2,0
2,0
3,0
1,0
1,0
2,0
3,0
12,32
3,13
4,5
18,2
4,10
3,3
8,6
1,3
1,3
10,3
364,25
5,1
8,4
3,0
1,1
1,0
5,2
27,3
1,0
4,0
2,0
2,1
1,0
1,0
8,2
4,0
2,1
1,1
1,0
1,0
1,1
1,1
3,5
3,1
2,2
1,0
1,0
1,0
2,0
6,0
4,5
56,16
9,2
199,34
4,0
4,2
5,0
2,0
2,4
48,13
1,0
1,1
1,1
2,0
2,1
1,0
2,1
1,1
1,0
12,3
1,0
1,0
1,0
1,0
1,1
411,85
1,0
1,0
3,0
1,0
7,4
2,0
2,1
1,0
2,1
4,2
216,74
1,0
116,45
9,5
3,2
2,3
9,2
2,0
1,0
1,5
6,3
2,3
1,4
2,1
18,7
2,0
1,0
5,3
2,0
2,0
501,97
1,0
1,1
4,1
1,1
1,0
1,0
1,0
1,0
1,1
156,40
1,0
48,9
120,151
87,40
70,45
4,4
10,13
1,3
1,3
5,0
3,4
4,2
1,0
5,2
53,7
1,2
1,2
3,2
17,0
7,4
1,2
1,3
1,2
1,0
1,0
11,3
1,0
1,0
1,1
4,0
82,87
3,0
1,0
13,5
17,14
17,12
41,129
2,11
2,44
3,10
7,113
1,0
14,37
46,10
5,2
2,3
3,6
2,2
2,2
3,1
1,1
3,3
2,1
9,2
1,0
26,14
2,0
1,0
3,0
55,21
1,1
8,0
3,3
1,2
1,0
1,0
3,0
3,2
1,1
1,0
8,6
1,0
2,0
1,0
5,2
6,26
16,11
2,4
1,3
182,34
2,1
12,1
1,2
18,11
22,31
2,0
1,0
1,3
6,0
2,0
2,2
1,0
1,1
2,2
1,0
1,1
1,0
1,2
1,0
68,16
227,44
3,0
2,1
10,11
89,48
6,3
7,10
9,3
6,118
470,223
19,8
2,0
29,6
16,32
18,6
2,0
1,0
1,0
1,0
1,0
4,7
3,0
3,1
1,1
1,1
6,1
2,0
2,0
4,1
1,0
1,0
6,1
1,1
3,1
1,0
10,14
9,8
1,0
1,0
3,6
336,138
1,0
21,5
40,23
2,16
4,6
2,10
1,0
6,2
2,5
27,8
20,17
1,0
1,0
1,2
1,1
1,0
134,52
2,0
31,12
49,30
2,1
1,0
2,0
2,1
1,0
28,1
5,0
1,2
2,0
1,0
398,136
17,1
20,5
40,11
1686,286
1,4
40,14
1,3
3,1
2,1
8,0
10,5
1,1
21,11
1,2
1,3
13,6
4,4
1,0
13,5
3,3
4,0
1,0
1,2
3,1
24,3
1,0
28,28
2,0
4,1
1,0
1,0
2,2
1,1
1,1
152,11
1,0
1,0
1,0
26,12
1,0
1,0
6,2
1,0
602,50
10,6
1,0
13,31
1,0
2,11
12,16
31,10
1,24
19,14
3,20
1,23
9,9
92,7
1,9
6,8
4,5
1,0
1,0
2,5
2,3
2,1
2,2
3,4
1,0
1,0
2,7
2,3
45,11
1,4
1,0
1,3
1,3
96,70
1,1
3,4
3,1
1,3
1,0
1,0
3,3
1,0
1,1
1,1
1,0
4,1
16,6
1,3
1,2
43,22
216,129
1,0
1,0
1,2
2,0
1,2
1,1
1,0
1,2
1,0
1,1
1,1
1,2
1,2
1,0
1,0
2,0
1,0
12,2
6,5
23,10
100,16
1,2
7,54
14,14
18,10
29,3
11,2
7,11
47,5
7,7
10,15
2,2
347,29
4,0
11,10
1,0
1,0
3,3
1,1
1,0
3,0
1,2
3,1
1,0
2,1
1,1
289,206
2,0
1,0
1,1
1,1
23,16
1,0
1,0
1,2
12,2
1,0
1,1
3,3
3,0
13,3
412,42
1,0
2,0
3,1
106,32
7,13
7,6
2,4
3,4
5,4
6,4
6,1
2,6
3,9
8,7
1,3
9,4
44,30
4,1
2,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
11,4
1,1
1,1
1,2
4,13
3,0
16,1
4,2
1,0
1,0
1,1
5,5
1,0
6,6
2,1
2,0
1,0
16,0
1,1
4,10
4,1
2,0
1,0
1,0
4,0
22,18
62,40
60,27
1,0
41,8
18,9
2,4
2,5
64,19
1,6
23,6
29,6
3,8
37,2
2,3
42,14
2,1
21,2
1,0
3,1
1,2
32,26
76,47
1,1
5,6
50,24
1,0
1,0
1,2
1,0
1,1
7,3
1,0
14,11
62,7
49,12
1,0
6,2
2,0
1,0
1,0
2,5
1,0
1,1
1,0
1,0
3,0
1,0
4,0
2,1
1,0
1,0
1,2
4,0
2,1
406,101
1,61
1,3
1,9
7,8
30,7
16,6
6,2
6,0
38,29
1,0
1,0
1,0
6,0
1,1
15,8
1,0
1,0
3,0
1,1
1,4
1,1
4,8
281,26
1,0
2,0
1,0
14,12
1,0
96,45
13,5
18,7
29,94
4,3
1,1
1,0
93,6
1,1
2,2
2,0
13,8
5,0
3,0
1,0
5,3
4,0
1,0
3,0
39,17
1,0
1,0
1,1
2,0
1,0
3,2
2,0
36,7
1,1
1,0
5,4
1,4
1,0
3,1
1,1
1,0
6,3
4,3
28,11
1182,482
9,0
13,21
7,2
1,0
1,2
1,0
54,13
4,0
1,0
1,0
1,0
1,0
3,1
13,0
2,0
1,0
18,1
2,1
3,2
1,0
1,0
54,9
1,1
54,672
771,598
263,881
51,446
1,0
11,78
27,8
31,15
7,112
5,49
12,95
10,29
20,8
5,4
2,9
14,4
4,9
1,9
25,3
4,6
8,0
6,3
1,0
7,1
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
146,38
20,24
56,9
3,3
19,4
1,0
3,0
1,1
5,1
12,4
2,1
1,0
16,7
1,0
1,0
1,1
3,1
2,0
2,0
1,0
2,2
1,1
5230,1506
8,26
226,91
2206,284
246,204
95,44
17,11
10,5
1,4
5,4
2,4
22,12
25,23
7,2
4,8
5,3
1,2
1,0
5,4
2,4
3,1
1,0
70,8
26,25
5,0
2,2
2,5
2,0
1,0
5,1
94,156
2,1
101,22
3,1
1,1
8,1
1,0
1,0
17,17
1,0
19,6
1,0
1,0
40,31
2,2
1,0
1,0
3,1
1,0
1,0
7,1
1,0
1,0
1,0
1,0
453,564
75,49
2,5
35,8
285,58
8,4
11,12
4,4
3,2
6,13
4,5
1,0
1,0
3,3
5,12
25,21
5,3
5,5
1,0
3,0
7,2
25,11
3,0
11,1
2,1
9,3
1,1
18,9
5,0
10,7
5,1
4,4
2,0
1,1
20,5
1,2
87,4
1,0
2,0
1,0
1,1
8,3
2,0
18,24
1,0
14,5
1,0
2,0
1,1
1,1
533,78
1,0
23,9
13,13
21,11
132,34
7,4
2,65
9,1
7,3
14,8
2,0
1,0
2,0
2,1
15,7
1,0
7,5
6,1
2,0
2,0
1,2
26,8
1,0
2,2
3,0
1,3
10,6
7,2
58,9
1,0
1,1
2,9
1,0
1,0
13,8
1,1
3,1
1,0
1,0
9,1
29,6
1,0
115,30
1,1
1,1
782,339
2,0
20,3
3,1
1,0
4,2
1,0
1,12
1,0
7,2
3,11
26,9
1,0
23,7
584,261
1,1
1,0
7,2
5,1
1,0
7,0
1,0
1,3
1,0
2,7
2,0
1,0
1,0
6,0
1,0
1,0
1,0
2,2
1,0
3,1
1,3
42,15
3,2
1,3
2,0
1,0
1,0
1,0
48,27
1,0
5,1
2,0
1,0
2,0
2,3
4,4
1,0
1,0
1,1
1,0
1,0
1,0
1,3
1,0
3,2
1,3
4,4
11,7
41,22
2,0
1,1
7,9
5,2
3,5
6,2
3,2
2,0
1,1
4,1
1,1
1,0
8,3
6,3
1,0
7,4
65,26
15,4
3,0
3,1
4,2
1,2
1,0
8,4
101,43
15,5
1,0
1,1
1,2
1,0
1,0
1,1
1,1
3,2
1,1
1,0
1,0
2,0
1,2
3,1
1,0
386,156
3,2
50,58
61,8
22,6
8,5
1,0
16,20
1,7
123,35
4,0
27,30
12,7
1,4
1,0
5,1
3,1
1,1
1,1
1,1
17,9
14,2
1,0
1,1
1,5
2,0
1,0
1,1
3,1
1,0
104,58
1,1
1,1
2,0
31,8
1,0
5,5
17,166
200,128
246,156
2,5
35,22
2,3
17,2
128,7
15,6
1,5
2,3
16,6
3,0
53,69
1,9
2,0
5,1
1,0
2,0
2,0
5,4
3,1
1,0
1,2
49,25
1,0
1,0
1,2
8,6
1,0
2,1
3,2
1,1
1,0
1,0
2,0
1,1
1,0
1,0
1,0
13,4
52,32
19,6
1,0
1,0
1,0
8,10
3,0
5,1
1,0
1,1
4,2
105,8
1,3
1,1
1234,496
24,26
249,152
35,36
101,65
4,38
11,5
2,7
5,3
2,10
4,2
1,5
18,8
4,1
25,4
276,62
2,0
7,19
1,0
2,1
2,3
2,0
1,0
43,19
17,4
2,0
2,0
651,116
1,0
1,0
1,1
10,0
1,1
6,0
2,1
1,0
1,1
1,0
1,0
9,5
1,0
21,4
2,3
8,0
4,0
1,1
1,0
1,0
2904,513
25,13
18,40
22,15
7,4
19,5
1,6
15,5
5,5
13,32
12,6
6,5
3,1
4,3
8,4
45,44
4,0
1,1
2,1
2,1
3,0
2,0
2,0
1,0
1,2
35,31
1,0
1,0
2,0
1,0
1,2
15,8
65,59
3,2
1,0
1,4
1,0
6,0
1,1
1,0
5,6
59,25
1,0
3,2
1,0
1,0
4,2
7,5
2,3
1,0
1,1
5,1
3,0
5,0
7,3
1,0
1,0
1,0
1,0
1,0
2,0
5,1
21,14
1,0
4,8
2,4
5,14
6,4
11,10
12,6
28,7
71,84
2,6
3,4
7,7
4,4
3,1
1,2
134,109
3,3
1,3
1,0
2,1
3,1
1,1
28,1
103,31
7,3
1,2
1,0
2,2
2,0
2,4
1,1
1,0
2,0
14,7
56,22
4,2
74,60
4,5
1,1
1,0
1,1
1,1
4,4
15,2
13,15
1,0
165,113
2,1
1,0
1,1
2,0
1,0
4,0
2,1
1,1
3,3
1,0
6,2
1,0
2,1
1,0
2,0
1,0
1,0
72,38
226,18
83,36
9,14
4,6
124,6
34,4
10,8
7,2
17,9
11,5
2,3
1,1
2,4
2,0
23,8
3,0
6,14
3,4
4,1
2,1
12,3
1,2
1,2
2,3
14,9
1,0
1,1
1,0
1,1
3,0
1,0
23,19
1,7
242,12
4,1
32,65
75,365
1,1
1,1
9,2
1,4
1,1
3,1
1,1
2,0
1,0
2,1
10,0
1,1
1,1
7,4
27,3
113,52
1515,360
8,7
56,39
2069,568
2,6
82,38
5,0
72,31
6,0
1,0
1,0
2,1
4,6
2,0
2,2
2,0
23,13
1,0
11,8
1,0
3,3
2,1
1,0
3,0
1,1
4,0
2,5
2,1
1,0
1,0
1,0
1,0
2,0
1,0
13,6
1,0
1,0
10,14
3,9
188,88
11,7
110,81
16,14
3,4
6,1
13,5
2,2
4,1
1,0
1,0
2,2
2,0
4,7
4,0
1,0
6,1
3,3
1,0
1,1
2,10
1,0
837,257
1,0
3,2
1,0
1,0
627,199
2,1
1,1
2,1
2,1
7,5
1,2
1,1
1,1
29,18
43,25
24,32
19,17
2,5
16,6
329,83
3,2
2,3
1,2
1,0
38,5
1,0
7,2
3,2
13,6
4,1
1,0
2,14
1,1
4,0
1,2
1,3
3,0
14,10
3,1
1,0
3,0
1,0
1,1
2,1
1,0
2,0
1,0
1,0
4,1
4,3
2,1
26,19
216,85
10,24
5,33
6,24
10,31
6,6
1,14
17,4
8,1
1,2
138,63
276,116
2,0
4,8
2,1
1,0
1,0
1,0
1,1
2,1
57,17
2,1
1,0
1,0
1,4
5,3
1,0
1,1
3,0
1,0
14,14
1,0
12,3
2,1
1,0
2,2
1,2
1,0
14,4
1,0
1,0
1,1
1,1
1,0
1,0
3,0
2,2
6,0
3,1
22,2
1,1
1,1
1,0
3,1
3,0
1,0
3,0
1,1
1,0
227,50
99,58
10,5
8,14
60,26
2,4
4,2
5,7
3,19
24,40
11,17
1,20
4,2
6,6
1,0
1,2
2,2
1,3
4,0
1,0
3,1
1,1
2,1
1,2
1,0
1,0
1,2
1,2
10,17
220,108
1,0
6,0
30,3
1,0
27,7
1,0
1,1
5,1
1,1
1,0
3,2
29,12
1,0
1,0
1,0
2,1
2,0
2,0
1,0
3,3
1,0
6,1
1,0
3,1
1,1
1,0
1,0
14,45
22,16
15,6
11,8
34,8
4,3
1,3
2,2
12,5
1,2
2,1
1,2
18,6
2,0
6,2
1,0
1,1
1,1
25,3
1,0
2,2
6,0
1,1
2,0
1,1
1,0
1,1
37,7
1,1
1,0
1,0
3,8
1,0
1,0
1,1
1,0
7,42
1,0
45,32
1,0
9,3
1,1
1,0
1,1
1,0
6,1
1,0
2,0
1,0
1,0
2708,922
1,0
38,9
6,8
4,5
70,23
48,5
2,2
12,2
8,0
3,0
2,0
14,6
2,0
2,2
1,1
1,1
1,1
1,0
1,0
1,0
15,5
4,1
74,27
3,0
1,0
1,0
2,1
4,6
1,0
1,0
3,3
22,7
5,4
1,0
1148,170
1,1
19,12
1,0
1,0
5,4
1,1
1,1
2,0
5,0
3,0
1,0
12,12
7,3
3,7
2,3
4,5
2,7
1,0
3,1
1,4
5,0
3,2
1,3
1,1
1,0
3,1
1,1
103,28
1,0
2,0
7,5
1,0
1,0
1,5
1,0
1,1
1,29
1,13
2,30
1,1
1,15
7,11
2,14
12,43
12,4
2,14
59,194
4,3
1,9
4,3
1,0
2,8
4,4
3,3
1,5
2,0
6,3
1,6
2,15
1,1
38,10
1,0
1,4
1,3
2,1
2,5
2,1
1,7
1,4
1,2
1,1
1,1
1,0
933,343
11,2
7,3
1,0
1,1
263,118
1,0
1,0
4,3
1,0
11,1
1,1
1,0
3,3
1,0
2,2
1,2
73,25
19,0
42,18
1160,264
1,6
3,5
402,229
37,27
31,15
2,0
14,11
5,5
40,25
2,0
16,6
6,3
6,6
1,2
3,1
4,3
10,5
1,2
2,1
5,0
1,0
2,4
2,4
3,2
3,3
1,2
2,1
1,1
40,9
1,0
1,0
1,0
1,0
21,5
15,4
31,3
1,0
1,0
1,0
1,0
1,2
1,0
3,0
6,3
9,10
14,11
2,26
54,64
4,1
6,2
3,0
7,7
1,2
2,2
2,0
2,1
4,3
1,1
1,1
5,1
3,3
7,2
2,0
2,9
8,9
1,1
4,1
2,0
2,3
20,5
1,0
5,4
5,6
12,3
5,3
5,0
2,3
13,12
2877,1027
1,1
1,0
14,0
1,1
1,0
1,0
2,0
2,0
25,16
39,6
1,9
7,1
5,2
11,25
1,3
1,2
1,2
3,2
4,9
1,2
1,2
2,1
6,2
1,0
2,1
1,0
1,0
12,4
2,0
1,6
3,0
2,1
2,1
1,1
35,28
1,0
1,0
1,0
1,0
1,0
4,3
1,0
3,3
1,0
1,0
10,60
1,0
1,0
1,0
1,0
9,4
7,3
1,2
1,0
1,0
1,0
1,1
1,0
1,0
1,0
9,0
10,3
3,3
1,1
1,0
7,30
52,17
272,84
12,19
6,6
8,7
13,19
5,3
2,5
17,18
3,2
2,1
2,5
3,0
1,0
2,3
3,5
2,0
4,1
1,2
1,1
1,0
1,1
75,49
1,4
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
1,0
1,0
1,0
19,4
1,0
115,3
8,2
1,0
1,1
1,0
1,1
4,1
7,3
1,0
4,3
3,2
550,58
1,0
20,27
102,23
15,4
7,8
3,3
18,8
8,2
1,10
3,5
2,6
1,3
3,3
10,4
4,1
1,4
47,7
4,1
4,0
1,0
18,5
1,2
3,1
2,0
12,6
1,0
1,0
1,0
45,33
1,0
3,0
5,7
19,6
4,0
2,0
1,0
29,12
8,2
1,0
2,0
2,0
2,1
1,1
1,1
1,0
2,1
1,1
1,3
1,1
1,0
2,0
1,1
3,0
12,2
2,4
18,7
45,2
12,5
2,0
7,3
4,2
3,2
8,13
2,0
1,0
8,3
5,0
24,5
38,29
1,0
2,0
3,1
26,12
8,5
90,34
2,0
1,1
1,0
2,0
1,0
1,0
1,0
2,0
2,1
41,24
3,1
1,0
3,0
1,0
14,3
6,3
59,24
3,3
4,2
2,7
2,2
4,10
2,0
2,5
26,14
1,2
44,47
2,1
1,2
1,0
1,0
1,1
215,14
19,2
1,3
2,0
2,1
2,0
1,1
11,13
1,0
1,0
3,0
2,0
1,0
1,0
68,28
1,1
1,0
1,0
16,6
22,14
10,3
9,10
4,5
20,8
74,30
20,18
6,3
4,5
8,3
2,5
6,4
5,1
1,4
2,0
1,1
3,2
1,0
3,10
4,2
1,0
14,3
322,58
1,3
1,0
1,1
288,26
4,3
2,0
1,0
1,2
1,0
1,0
31,7
1,1
1,0
4,1
1,1
2,0
2,1
1,0
3,0
5,6
1,1
1,1
2,0
106,60
1,0
4,1
17,104
328,120
43,14
4,7
22,15
22,39
44,5
13,13
13,2
13,3
8,2
5,1
4,1
135,77
2,5
2,2
10,4
4,2
2,5
3,0
2,2
1,1
3,2
1,0
1,3
1,2
257,89
3,4
2,0
30,26
3,1
1,0
3,0
1,2
3,1
1,1
3,0
1,0
1,0
1,0
2,0
2,0
1,0
1,0
1,0
1,0
1,0
1,3
2,5
1,1
25,1
2,1
27,6
1,0
1,0
81,23
10,5
1008,164
1102,163
3,3
16,11
212,49
3,3
1,2
5,1
5,4
1,2
1,0
2,1
1,0
5,2
2,0
1,0
2,1
1,0
1,0
6,0
1,0
21,5
1,1
8,2
8,2
2,1
2,1
1,1
1,0
3,0
5,1
2,24
5,5
1,0
27,5
2,3
21,19
1,0
1,0
1,0
3,2
7,0
1,0
2,0
11,4
1,0
3,1
9,1
2,0
1,2
1,0
2,0
5,6
4,3
151,90
209,34
163,42
6,7
2,3
3,2
8,1
1,4
2,2
1,2
5,3
2,0
1,2
2,1
22,13
1,0
1,1
1,1
19,5
1,0
1,0
2,2
1,2
1,0
1,0
6,1
76,20
1,0
1,1
183,109
1,0
1,2
40,4
10,1
178,32
3,6
1,0
97,36
11,1
1,0
1,0
1,0
1,1
4,0
5,1
1,0
1,0
2,0
4,0
2,13
36,8
9,8
44,35
8,10
10,7
3,3
6,6
3,6
4,1
1,4
1,2
2,0
1,24
1,1
1,5
8,1
1,1
1,0
1,0
1,4
4,0
1,0
1,0
1,1
1,1
1,1
2,2
54,9
1,3
7,4
1,0
1,0
1,0
19,3
10,8
1,0
2,0
1,1
192,5
3,0
2,0
1,0
5,0
1,0
1,0
21,9
143,75
3,2
7,2
3,3
3,4
6,2
3,0
28,13
8,1
3,4
1,2
3,1
2,0
3,1
4,1
2,0
3,1
1,0
1,2
1,1
1,2
3,0
1,0
1,0
6,2
3,1
5,1
1,1
1,0
2,0
8,5
1,0
1,1
6,5
1,0
1,0
1,0
1,0
24,16
19,3
8,3
8,1
3,2
8,9
14,1
2,3
1,1
1,0
1,0
1,0
1,0
1,1
2,0
1,1
1,0
1,0
2,0
1,0
3,1
2,1
3,0
1,0
1,0
1,0
3,0
2,0
4,1
1,1
46,6
1,1
4,0
5,9
1,23
3,3
13,11
5,0
1,0
3,0
42,13
8,5
2,2
6,3
23,2
1,2
4,0
27,6
5,0
13,52
17,7
1,1
4,1
2,1
13,11
1,0
1,0
2,1
1,1
2,1
5,0
5,0
5,1
3,3
1,0
2,0
5,3
1,6
1,0
1,0
1,1
1,0
3,4
2,1
1,0
1,0
532,212
2,1
2,0
1,0
1,0
1,0
3,2
10,5
3,4
1,6
15,11
1,0
2,4
10,3
76,19
7,4
1,0
1,0
1,0
1,16
1,2
51,33
21,10
1,0
2,0
3,2
2,0
1,0
4,3
24,2
16,7
2,0
1,5
2,3
24,15
6,1
1,2
6,0
72,30
4843,908
1,1
1,1
44,9
1,101
20,27
34,13
2,2
1,0
3,2
3,8
3,2
3,2
1,6
2,3
1,0
1,0
1,5
83,32
1,0
3,2
2,2
1,0
5,10
7,3
6,5
2,2
1,0
1,3
1,1
3,2
35,7
26,6
1,5
5,3
2,0
75,16
2,1
1,0
2,4
1,0
1,2
1,0
2,0
6,4
1,0
1,0
3,2
1,0
1,1
2,1
5,2
1,0
1,0
1,1
1,0
2,3
42,23
1,1
1,0
2,0
8,8
4,11
21,14
18,14
9,7
3,7
3,0
2,3
16,2
2,1
1,0
2,1
1,2
1,2
6,3
2,2
1,9
3,1
31,4
2,1
8,4
1,0
3,3
1038,380
1,0
2,1
1,0
1,1
88,55
1,0
2,2
1057,338
1,0
1,0
20,13
2,8
1,1
9,5
15,10
12,2
2,3
1,5
14,12
2,0
1,0
1,0
1,0
119,18
7,3
1,0
4,1
3,0
1,1
1,0
5,0
1,0
4,5
1,2
1,0
2,0
368,181
1,0
16,65
162,100
5,1
2,0
2,2
1,1
2,1
1,0
33,6
14121,2392
17,6
4,4
7,10
2,1
4,0
4,0
1,0
2,1
6,1
61,14
58,12
10,5
3,2
32,22
1,1
1,0
1,2
2,0
2,2
1,2
30,38
1,0
1,0
3,3
1,2
7,6
2,0
1,0
1,0
1,0
948,210
1,1
2,2
2,4
12,5
2,7
17,15
3,7
2,0
5,2
1,1
1,2
6,17
20,9
2,3
1,1
1,1
1,3
7,2
1,0
1,0
5,0
2,0
5,3
2,0
1,2
2,0
3,1
4,1
1,0
1,1
5,1
1,0
5,1
1,0
3,1
1,0
62,16
1,0
1,0
1,4
2,2
1,0
1,0
1,0
14,3
18,24
1,3
1,2
9,5
279,91
3,0
3,0
79,54
1,2
36,16
19,18
11,4
3,2
3,2
2,2
2,0
5,0
1,5
36,7
68,37
1,1
1,0
1,0
1,1
14,2
1,0
1,0
3,4
7,2
1,0
2,0
10,1
1,0
23,11
7,1
59,16
2,0
9,7
1,1
2,1
11,1
7,0
1,0
4,0
6,1
1,0
1,1
1,0
1,2
1,0
1,1
1,0
1,1
2,0
1,0
7,7
5,5
333,188
1,0
53,11
1,8
5,2
4,3
3,4
1,2
1,4
72,43
1,3
5,0
13,3
1,0
2,0
8,2
2,0
1,1
49,13
50,38
1,1
2,2
1,0
1,1
2,0
3,2
1,2
5,1
1,0
1,1
1,0
2,0
1,1
691,211
1,0
1,0
15,7
2,2
1,1
1,0
1,0
2,1
3,2
1,0
13,7
2,0
1,1
1,0
27,8
219,13
3,1
2,0
1,0
1,0
1794,118
6,1
4,0
1,0
1,0
1,0
1,0
1,1
1,1
121,25
3,5
4,3
106,54
12,9
4,8
12,6
3,3
3,5
525,63
3,3
1,2
120,47
4,3
2,2
3,7
4,4
1,3
1,0
7,5
1,0
1,1
1,1
6,5
1,0
2,0
1,0
2,0
1,0
357,58
1,0
36,10
30,19
5,3
9,1
1,0
4,0
1,0
2,3
1,0
1,0
6,0
2,0
3,0
1,0
1,1
2,1
1,1
1,0
3,12
147,36
2,26
37,12
3,20
6,24
1,9
1,6
5,4
5,27
3,2
1,8
1,3
1,0
1,1
1,0
21,6
4,2
3,2
