watchers,size
17,315
24,546
40,6951
1,140
7,108
3,102
6,375
6,92
5,648
13,346
1,48
3,185
2,88
1,285380
1,6892
1,216
1,192
1,976
4,112
1,460
1,232
1,236
1,92
1,156
1,92
2,6448
1,172
3,1876
1,97
1,1512
1,13160
3,254
1,1556
56,162
20,61508
5,2357
2,100
1,172
1,100
2,5804
3,159
1,100
1,236
1,18464
1,48
1,48
2,100
1,104
2,772
1,445
1,48
1,1655
41,653
1,1389
1,432
1,48
1,100
7,120
1,112
1,152
5,350
2,120
1,48
9,2122
1,652
1,96
1,1268
1,120
1,112
1,280
1,349
1,2284
1,116
51,971
1,92
312,1252
1,424
1,6252
4,937
5,464
1,302
5,291
3,149
2,793
4,21883
3,232
3,144
1,388
1,48
2,272
1,100
1,9000
1,3840
5,101668
1,212
2,232
1,48
238,2964
321,4454
7,12832
1,480
1,435
9,342
1,100
19,2328
32,2660
20,4164
9,127
3,5137
1,148
1,220
1,106094
1,48
1,456
1,92
1,1716
5,3204
314,8179
1,236
1,228
2,244
2,3656
2,2356
12,6982
1,132
1,100
1,294
1,216
1,100
1,5896
46,140
4,104
1,2572
1,272
3,1415
1,2276
12,895
3,300
1,108
1,18423
5,135
39,3787
2,796
5,2695
4,354
2,199
1,416
1,223
1,512
1,120
4,4848
1,48
9,100
2,1620
1,48
1,664
1,120
1,4408
1,314
657,27829
1,88
3,16828
1,112
2,58364
1,159
1,140
1,548
3,288
1,104
2,55304
7,1809
1,550
6,10762
3,291
474,376
4,840
1,92
148,121
11,638
20,1720
2,136
32,154
1,48
1,112
2,3889
27,136
1,48
1,72
3,148
1,120
1,176
1,124
1,5500
4,116
1,1004
1,48
1,140
1,1748
1,536
1,3497
5,2597
5,243
1,1908
4,1164
1,345
1,298
39,145
5750,14563
10,123
26,136
167,5265
6,987
1,840
4,5090
2,1180
6,963
1,48
1,844
1,812
2,140
1,92
2,88
4,6480
1,3324
1,708
1,148
1,201
3,620
1,1884
2,354
1,2862
1,164
1,420
2,251
2,168022
1,1184
2,4700
2,933
25,7493
1,960
5,235862
2,108
1,140
1,100
1,92
2,172
1,114780
1,152
12,818
9,687
7,135
1630,17080
17,147
19,127
4,169
1,96
6,124
1,48
2,887
1,132
1,48
3,96
2,180
1,860
11,217
1,328
1,100
1,48
1,2500
1,48
1,88
2,288
1,48
1,108736
1,95
2,400
1,48
1,18252
7,391
1,3511
1,571
2,828
1,180
515,1290
1,48
14,116
2,55180
1,124
9,29808
3,468
1,4616
2,976
24,298
1,48
1,124
2,1012
1,328
3,1358
1,92
1,48
3,389
1,1900
1,5120
1,167900
1,124
1,112
1,96
1,672
51,550
3,418
13,1594
123,17046
12,726
3,6320
1,1044
4,499
1,164
1,108
1,97
1,96
1,140
3,112
6,139
1,108
3,156
1,616
1,180
1,48
1,48
3,8672
1,116
1,352
1,3312
1,116
1,168
3,3972
2,132
5,5483
2,156
11,90
1,88
5,100
22,63145
1,124
1,332
2,306
4,885
1,84
1,48
2,105408
1,48
1,132
1,812
1,120
2,136
1,19440
1,164
1,140
1,164
1,1740
1,48
4,303
1,28156
1,148
1,120
1,108
2,164
2,359
1,268
2,123
13,70182
1,406702
1,164
1,124
1,96
1,1412
4,1978
1,852
115,192
20,18254
6,4065
10,148585
9,5386
15,828
2,164
10,5518
4,420
3,196
2,476
1,100
2,128
2,717
2,584
1,108
1,101
1,108
1,96
1,48
1,1728
1,48
2,104
1,100
1,155
1,92
1,7936
2,718
2,161432
5,26372
1,8226
2,3888
3,142
1,112
10,82213
132,438
61,115153
59,10200
20,75742
20,1206
14,29460
7,189
8,1730
11,2223
16,1434
9,1566
8,411
9,579
13,2172
7,24719
262,7867
11,1109
28,5861
7,5608
7,6174
7,1388
5,197
5,559
11,8797
8,3371
5,478
5,243
6,1564
5,1003
7,230
7,329
6,3163
6,3842
7,977
5,6187
11,292
10,2084
7,26350
26,430
5,4002
19,15624
9,2514
7,196
6,252
6,957
7,4727
6,324
8,1045
7,4160
5,189
5,343
10,3273
5,421
8,316
6,815
5,228
4,16404
7,3257
5,7136
7,1264
5,191
7,312
5,450
9,449
7,16328
7,949
2,3794
7,1749
8,2318
8,114538
5,4102
1,48
1,708
1,48
2,1258
9,1331
7,263
5,280
7,500
5,190
4,5827
1,136
1,48
1,3355
1,135308
7,203
5,1080
6,611
5,207
4,232
5,1399
1,112
8,128
2,1228
7,256
7,1847
5,407
8,982
5,242
1,100
10,82010
4,106151
9,4332
11,982
4,3168
11,11014
9,391
4,182
1,92
2,157
1,672
10,4917
1,88
1,3946
1,48
8,96
6,480
23,9885
11,39405
4,104
2,1528
1,196
1,108
3,184
1,201
2,112
2,344
1,92
1,48
8,1999
1,48
1,20860
1,99
2,440
3,17264
1,533
3,232
1,48
1,312
1,48
4,112
1,491
2,4652
1,1588
1,98
1,128
134,444
25,197
2,153
1,612
1,1216
1,2664
1,6792
2,31548
15,264
4,28659
5,243
17,162
11,912
8,5757
2,979
1,692
4,1849
3,2870
6,787
3,144
3,2234
1,48
1,7583
1,771
1,92
1,300
1,136
1,100
16,1195
1,5484
1,48
1,4657
1,224
1,344
4,597
6,856
69,1673
232,1935
163,52660
2,100
3,143
4,2136
1,3120
1,92
2,116
1,48
1,192
2,820
4,97
2,7354
1,48
1,128
8,102980
1,480
1,168
1,25364
3,256
2,122
2,2936
2,244
2,2452
6,2279
19,114
2,2850
1,10040
10,108
3,91
895,5035
543,22058
46,3523
3,140
5,4899
3,157
3,130
4,14831
2,100
2,92
4,448
1,48
2,132
1,48
8,97
3,343671
2,384
2,3827
1,100
1,218128
1,48
1,184
2,15216
1,2500
1,264
1,576
1,120
1,100
1,48
2,35732
1,4532
1,6524
12,379
1,808
229,1529
1,92
1,657
580,324
5,555
8,3700
39,112
147,17374
2,2188
22,308
11,635
13,459
8,216
3,444
1,260
1,1252
3,144
1,3740
7,1971
1,798
1,172
1,816
1,96
1,2288
1,288
4,171
1,240
2,1519
1,1096
1,89
1,828
3,674
1,196
1,5464
1,6457
5,208161
1,1856
1,2564
1,272
5,140
1,4548
1,232
1,3288
1,3112
1,6037
4,9431
7,95
3,90
3,3909
87,98392
1,100
2,390
2,1413
1,6972
5,241
5,1904
3,496
1,932
1,260
3,100
1,98
2,816
1,2949
2,764
1,96
1,240
6,8943
1,152
3,220
1,48
2,3220
1,172
2,116
1,2000
24,102
2,84000
1,4808
3,501
4,10996
1,28786
3,96
1,76
1,3041
4,214
38,32063
10,186
1,92
1,1144
2,2816
371,5018
12,2664
1,158
5,329005
9,94856
1,104
2,540
3,113
2,971
3,127
1,92
1,48
1,48
1,48
1,1132
1,48
1,48
8,5482
1,2164
1,496
1,6912
1,48
1,48
1,48
1,48
1,48
1,108
1,260
284,355010
1,5100
1,231
2,137
1,48
1,596
1,48
1,2145
1,92
1,108
5,101989
1,96
19,39280
3,104
3,504
1,92
3,422
2,345
2,1200
1,48
2,132
1,116
3,250
2,1728
1,832
1,28672
3,7068
1,121
3,2828
4,154
1,220
7,29780
2,3046
1,132
2,116
2,3064
3,188
1,2124
1,124
2,120
1,100
1,116
1,11196
14,287
5,22688
1,212
1,10277
1,114
1,1408
4,454
8,31495
3,112
1,132776
2,3596
1,4593
2,4838
1,336
76,1545
10,116
2,916
2,1478
10,9844
1,5384
8,6177
1,1908
2,140
7,274
2,196
3,10352
1,384
1,48
1,104
1,148
1,85
1,1660
1,92
1,352
3,161
1,374
1,1512
2,20136
101,4421
2,632
1,188
23,1599
240,663
4,91
1,48
1,128
5,93276
1,48
1,1176
1,128
1,136
1,88
1,48
1,132
1,140
1,1220
1,88
1,104
1,112
1,96
4,874
5,14073
1,48
2,143
2,2301
3,4343
1,136
1,112
1,48
1,912
3,290
1,48
1,96
1,116
2,518
10,281
1,19392
10,50792
1,810
88,179
2,320
2,100
1,7057
1,256
7,69325
1,96
6,3605
1,3444
83,83974
5,2592
122,124570
3,49556
2,97
1,48
1,48
1,96
7,1090
1,48
1,48
1,588
3,574
2,131
1,48
1,48
1,92
2,196
3,100
1,3349
1,196
1,48
1,48
1,48
1,48
1,48
1,100
1,132
1,104
1,48
1,100
1,6422
1,244
1,9430
1,100
1,48
1,536
28,131
1,48
1,308
1,92
1,48
1,1372
15,112
1546,196
11,20384
4,105
49,260
37,15409
2,103
1,92
1,184
1,8432
3,1540
2,48
4,305
1,308
3,6718
3,25964
2,96
2,120
1,565
1,536
1,48
1,48
2,260
1,83
1,148
1,112
1,76
4,99
1,11448
1,48
1,112
1,136
1,248
1,120
2,4744
1,532
3,6541
1,120
1,137582
1,121
6,117
1,139688
97,2512
7,328
9,184
5,82121
19,7966
7,2940
4,140
5,13034
2,56
5,2288
1,4808
2,2466
1,120
1,4476
1,48
1,28408
1,48
1,168
1,828
18,124
1,392
35,2796
2,422
1,1888
2,2629
1,140
2,94
1,340
100,6412
3,2954
4,1158
1,13680
2,250
44,14940
2,2092
3,84312
43,327
1,340
1,48
14,3622
2,704
3,142
2,190
7,420
1,100
1,20488
1,112
1,960
1,5846
1,472
1,4275
1,201802
1,116
1,877
17,3165
1,5244
1,611
1,100
2,99
1,336
1,48
326,6603
1,4756
80,3524
1,754
2,100
2,64740
2,628
1,2641
19,237
4,42075
20,141
5,1374
3,499
12,118
2,19291
1,164
4,301
2,530
1,156
1,48
1,100
3,180
2,120
1,120
1,268
1,144
1,140
1,124
1,48
2,152
1,145
1,108
1,144
1,500
1,2243
1,848
1,92
3,182
2,182
2,757
1,148
1,116
3,652
1,104
2,120
2,232
20,96
1,112
1,472
2,276
2,2396
1,908
4,2839
8,312
3,123
29,212
3,1078682
275,6039
2,36137
3,156
3,785
20,759
2,1597
1,48
1,92
1,48
2,1606
1,408
5,173
1,112
4,85
1,1572
2,240
1,2164
1,5552
1,1275
2,1044
1,88
4,152912
6,748
6,101
15,325
9,2854
4,110
1,172
1,48
1,100
6,327
1,804
1,156
1,120
1029,21257
1,108
3,120
2,328
1,3760
3,667
1,144
2,152
2,93
5,438
8,48416
2,92
4,4422
3,26944
1,200
2,4592
1,748
1,6155
1,143
1,120
1,112
1,188
1,11568
1,10188
1,220
1,136
3,1340
1,3420
1,4312
1,1204
7,285
1,10188
5,1408
158,330
2,89
7,3248
1,1776
5,332
3,228
7,6653
5,842822
1,1411
17,7480
3,2022
6,3005
3,151
2,132
1,132
3,284
2,112
5,9443
1,48
1,768
1,356
1,112
1,492
1,132
1,2612
1,36144
1,116
1,108
1,212
3,101
1,576
1,48
2,2478
2,2192
1,160
2,226
1,244
4,89
1,172
1,38479
1,124
2,952
14,84082
3,1884
2,60717
5,269
1,11746
55,159724
10,47525
2,136
2,2481
2,1140
3,6632
2,913
1,48
1,220
19,4063
1,48
1,96
4,204
1,320
1,308
1,1002552
1,431064
1,236
1,160
1,48
1,1236
1,6072
1,106330
1,1564
1,209368
1,2304
1,90
2,143
3,184
189,3526
1,48
1,140
1,148
3,1684
1,48
1,100
1,55316
1,3056
1,124
1,51532
1,120
1,9140
193,128
3,37426
2,2287
5,8434
3,1017
9,283
1,164
1,724
1,1208
1,48
1,76
1,136
1,3968
1,4164
1,48
4,1274
1,550
4,898
1,184
163,311
1,104
4,89
7,31333
1,3196
1,684
1,91
1,3732
2,907
1,48
1,18260
2,116
2,772
14,2900
11,762
2,96
4,399
1,116
12,11920
3,1849
1,96
1,800
1,96
1,48
1,692
3,2376
1,452
4,115404
1,104
1,3368
1,144
2,162
62,49485
156,2132
4,719
11,6032
10,9637
1,168
1,20018
5,952
2,1235
1,112
1,616
1,1416
1,48
1,88
1,176
1,644
1,1540
1,1332
1,1244
1,539
1,460
1,42860
1,496
1,256
1,100
1,168
1,1092
1,96
1,148
1,220
1,92
1,100
1,48
1,104
1,852
3,58319
1,464
1,116
1,124
1,1844
1,160
1,48
1,48
1,2336
1,5188
2,643
12,811
7,1048
1,140
1,108
3,758
9,898
36,167
6,300
12,146
1,96
1,172
3,1037
6,2891
2,4736
1,560
2,105706
1,48
9,117
1,172
1,24984
1,440
1,544
2,260
1,156
1,48
1,126
1,124
1,120
8,52255
1,1691
2,4724
4,4896
2,553
13,1888
325,233
1,288
1,144
1,448
12,71720
6,142
1,3088
1,904
1,124
68,10539
8,716
1,92
17,13097
5,94
3,255
1,289
7,1301
3,97
1,260
1,92
1,48
3,92
1,88
1,10156
2,8139
1,92
1,152
1,96
3,398
1,596
1,152
2,104
1,272
1,48
1,172
1,88
1,328
3,392
1,128
2,740
1,38097
1,2164
3,2149
2,6734
1,1620
6,56453
7,334
1,96
1,19783
1,21872
2,10144
1,48460
2,15032
1,236
39,1725
3,100
5,109
13,102
2,1968
4,18847
3,142
2,176
1,380
1,112
2,518
1,261
1,48
1,48
1,48
1,48
1,1120
161,25775
2,2516
1,48
1,108
1,140
3,16805
1,1956
1,404
1,48
1,256
3,360
1,496
1,340
1,6476
65,22281
1,11660
1,116
1,48
1,180
1,1164
1,108
1,92
4,5837
3,3031
8,181
2,206
1,7816
1,92
2,154
1,580
1,264
74,225
1,196
1,318
6,188
33,658
6,68634
30,4199
7,4481
4,328
4,4855
7,14857
4205,272284
1,48
5,6653
5,131
1,824
2,48
1,48
1,112
1,32719
1,124
1,3532
1,244
1,92
3,95864
1,1636
1,11724
1,1124
6,9756
3,116
7,487
2,1482
66,1552
10,71666
3,68851
1,48
14,2578
1,68633
4,25104
5,7722
3,1336
2,304
3,5369
1,172
2,111
1,1544
158,8689
1,140
1,48
1,69
1,48
1323,738004
1,3204
3,1238
1,496
1,300
1,116
1,92
3,460
1,1068
3,469
1,128
77,2155
55,10586
1,111
1,108
1,328
4,108
1,88
15,6087
2,228
5,129
21,541
8,141
4,220
2,96
1,48
1,48
1,340
1,3292
1,48
1,105
1,48
2,152
1,180
3,146
3,108
2,104
5,4370
965,92742
242,266206
1,48
1,92
8,5786
4,408
8,5176
77,20823
1,300
1,136
6,4972
6,37211
3,552
1,1756
8,4079
635,154556
2,2076
16,826
60,441
2,112
1,63864
2,128
3,247
6,140
1,3716
1,1560
1,3256
1,104
2,172
1,96
1,1612
1,48
5,244
1,240
1,308
1,48
1,5484
1,140
1,120
1,1684
1,108
1,22196
1,92
1,647
1,92
3,1240
1,124
9,1122
1,156640
10,672
1,3292
188,311
1,104
1,160512
45,549
7,286
3,757
3,1260
4,373
1,980
4,292
1,132
3,141
1,48
1,88
1,200
3,148
1,92
2,385
1,48
1,136
1,114
2,1976
2,1032
1,8376
1,52
1,128
1,52
1,48
1,8616
2,484
1,104
75,221
920,10795
1,104
51,267
1,752
1,29553
1,61572
8,699
2,188
1,2360
3,2908
33,18923
6,957
146,30482
3,1865
6,7338
5,117
2,101
6,309
2,4964
6,118
12,4644
4,552
1,1208
15,212
2,348
18,269
1,124
1,100
1,108
5,460
1,124
1,136
1,48
2,340
1,2488
1,112
1,4656
1,1108
4,233
13,1872
16,222
1,196
1,131
1,124
2,368
1,125
1,92
1,48
1,119
15,244
21,886
7,6894
39,29628
1,2108
11,39330
3,12464
5,66370
9,319
2,248
2,135
1,27471
7,105221
1,108
3,5929
1,48
1,48
4,118
1,372
2,9196
2,110600
1,124
1,132
1,136
1,92
1,48
3,172
1,5408
1,268
4,1321
1,444
1,328
553,5946
1,12728
1,236
3,26124
1,488
1,192
1,96
15,622
213,9091
560,2622
1,48
1,27664
11,2381
6,165
10,107400
3,17393
2,191
1,94
15,1494
2,128
4,472
5,11845
1,668
2,4972
2,40692
2,3768
1,108
1,132
1,48
1,3857
1,103
1,181
2,136
3,636
871,32448
1,640
1,2781
1,93
51,3693
7,1048
1,10500
3,939
1,2720
147,226
1,120
2,2864
1,104
12,264
5,52890
1,868
2,40944
5,17741
1,48
1,96
1,1408
1,92
1,48
1,88
1,104
1,372
1,48
1,484
5,1384
1,100
1,48
4,96
1,1900
2,120
23,203
2,124
2,320
10,40898
1,48
23,113
3,4140
1,11544
7,14814
6,8883
8,3923
1,168
1,328
1,73827
3,140
1,48
18,1344
1,336
4,1930
1,453
68,8039
1,48
1,112
1,75568
1,152
1,220
2,3000
1,48
2,8112
1,880
321,8463
1,88
1,76
1328,3608
1,120
1,116
5,10328
31,4652
1,31264
1,10344
8,1340
1,468
534,1476
10,260
1,48
2111,10896
2,124
1,3724
1,196
1,1476
17,121
1,48
2,124
1,128
2,2084
1,34820
1,156
1,740
2,103
1,1523
2,160
1,100
2,9628
1,152
1,104
1,124
104,380
3,503
2,9344
4,697
1,14596
11,811
1,48
1,1444
1,104
1,48
1,4028
1,800
1,360
3,122
1,48
1,8460
1,116
1,108
1,112
2,736
1,528
2,5090
1,92
2,1539
5,3336
6,152
1,328
20,711
3,96
4,159
2,362
4,51095
20,216
1,101
3,517
2,14379
4,2382
1,6032
1,48
1,48
1,1604
1,92
2,118
5,163
1,48
1,16916
1,684
1,328
1,1724
1,272
2,169
2,10462
1,104
12,21648
3,236
2,2539
78,29509
1,38264
5,1392
3,1084
1,48
16,4832
8,5739
2,2728
15,12652
1,48
1,48
2,160
29,72642
3,26584
1,100
1,132
17,843
1,4268
1,264
1,328
1,48
1,168
1,112
1,1032
1,92
9,148
1,1260
1,1008
2,128
2,98
2,9678
1,276
1,1272
1,9580
61,146
2,69119
1,148
2,14833
7,188887
1,152156
1,2256
1,1476
4,389
6,9612
2,101709
2,2085
1,1514
87,31698
51,306
54,4240
13,211
2,310
14,255
3,2433
16,87
2,140
1,260
1,48
103,225
1,48
4,168
1,48
1,1400
7,1840
1,88
1,188
1,48
1,1228
1,232
1,256
1,48
1,1840
1,76
1,2094
1,1704
2,3611
1,808
1398,2584
2,840
1,140
2,102
3,1388
1,1172
2,648
19,18757
11,2349
5,1089
42,338
4,13389
15,100161
1,48
1,827
1,336
2,168
4,34352
26,10806
1,48
1,48
1,92
1,828
1,48
1,1184
1,308
1,92
1,114
1,48
1,88
1,1808
1,88
1,1920
36,21070
2,2127
1,540
289,993
1,92
1,2804
1,2836
1,2196
3,88
1,264
1,860
1,1192
1,88
37,2640
7,17410
46,508
4,1019
2,96
8,1438
3,21266
1,92
2,17328
1,232
1,4648
1,48
1,104
17,4052
1,21340
1,3865
1,3169
1,112
1,1124
2,169
1,13991
1,48
2,104
1,732
2,204
2,536
1,104
66,62051
3,4040
2,744
1,48
6,1069
2,3395
3,9990
7,164
8,125843
1,152
1,164
3,1124
3,96
1,108
1,48
2,132
1,124
1,112
2,686
4,7215
1,92
2,137
1,2740
3,2468
1,449
1,2345
1,132
1,628
1,144
2,725
8,2076
6,2304
7,139
2,28288
1,83244
11,102
9,16071
28,347
19,44945
4,491
1,48
4,245
2,97
1,48
1,48
90,2065
1,428
1,48
36,8625
1,1252
1,48
1,3524
1,48
7,172
1,660
4,1099
2,1167
1,92
142,5322
67,1227
1,48
16,155
1,80
7,862
2,3060
1,1640
19,196
4,144
1,614
3,10524
2,1217
1,1188
1,96
1,116
1,151
1,1992
1,1552
2,168
1,48
1,240
1,2912
4,6820
1,48
3,736
1,116
3,144
1,14256
1,2384
1,3552
78,500
7,23622
16,120
9,2120
63,4817
12,113
109,35636
6,1157
1,10640
2,78912
4,555
2,112
4,117
2,1488
2,104
1,88
1,48324
1,48
1,164
1,788
1,96
60,220112
1,212
1,529936
29,34450
2,821
7,784
1,99
1,15652
3,343
1,124
2,120
1,156
6,104
1,150
7,1184
1,4268
16,666
9,1486
2,664
8,4511
3,7314
2,672
3,1438
7,32326
3,372
1,1204
1,89
2,477
1,164
1,1031
1,120
1,704
1,980
7,472
1,100
1,124
1,684
3,2241
1,92
1,48
2,8536
17,7724
2,10120
1,1644
1,8768
1,1556
65,30948
1,408
1,112
1,136
2,144
3,744
2,308
49,135
32,914
7,129
64,196741
1,200
29,38825
2,258
2,4646
15,113
14,1197
1,8604
1,11388
2,5435
6,869
1,648
1,92
1,48
1,140
1,560
3,1580
1,396
3,3332
1,124
1,48
1,1002
1,4114
1,232
1,508
6,122
1,4044
1,788
1,555
1,172
1,33828
4,373
272,161
2,1524
25,5683
1,1160
2,8512
21,75912
4,23633
345,1166
10,8424
1,96
3,148
13,1692
1,512
4,103
2,320
2,108
1,92
1,580
3,229
1,356
1,164
1,48
2,930
4,144
1,22759
1,100
1,100
1,136340
3,156
1,48
1,160
91,461
1,92
1,172
1,74
1,92
22,4512
2,128
8,118
6,199
2,542
1,88
2,833
2,177768
2,48
3,112
1,346
2,308
3,101
1,276
1,309
1,384
1,48
1,5415
1,924
1,112
1,280
1,120
4,285
1,138
1,164
1,1276
5,146
2,103
1,5218
1,1052
1,521
4,144
18,24910
8,109790
3,3132
23,1269
3,1675
2,116
1,48
1,100
1,48
5,307
3,21044
2,172
2,9904
13,44620
1,340
1,5495
1,108
1,1996
1,3264
2,128
2,16952
2,1256
1,3708
1,208
1691,1217
1,228
341,19047
1,420
1,92
2,223
2,6112
1,92
1,4892
3,4865
49,329
20,32121
5,1435
1,160
9,119
4,968
2,1400
1,360
4,291
4,136
2,584
2,2700
1,48
1,0
3,1243
1,928
1,48
1,520
1,25180
1,288
1,48
2,196
1,552
75,118
3,130
4,4204
3,8369
1,156
1,48
1,96
1,188
1,144
2,18620
1,96
1,107
1,216
1,324
1,1457
3,692
16,2313
1,48
1,48
2,186
1,3540
3,416
3,112
1,2296
1,412
1,148
1,3992
1,98
1,116
1,1272
1,13468
1,48
1,108
2,1816
157,81512
1,1588
1,92
1,48
3,136
2,88
1,212
1,48
1,48
1,200
1,237
2,704
1,141
2,120
1,48
1,845
1,2160
1,92
1,104
2,93
1,1153
1,2392
1,1288
1,164
2,92
1,336
1,216
2,78786
1,346
9,5050
1,48
73,1082
436,1473
1,92
4,100
12,1257
10,4366
9,171916
7,114078
3,17020
3,92
13,144
4,1090
2,19787
2,240
6,768
2,32088
14,169
3,360
1,104
1,224
1,224
1,256
1,48
1,220
2,48
3,94
1,124
1,48
1,48
1,96
1,372
1,288
1,92
1,128
1,92
1,96
1,92
1,90
1,110
6,1231
3,224
1,1936
3,484
1,632
1,236
1,100
1,1539
1,12596
1,104
1,500
13,249
1,108
2,34615
2,152
1,184
1,488
1,92
11,424
18,120
157,1010
12,54483
4,849
51,3606
15,3037
23,1610
4,448
1,224
3,4477
1,108
1,136
1,48
4,143
1,92
3,6956
1,132
1,3580
2,3400
1,1791
1,48
1,108
1,11492
1,220
1,456
1,441192
2,805
1,7740
9,456
1,100
1,136
1,108
1,7108
1,2275
2,92
18,201
3,5564
1,48
1,116
4,111817
4,12288
2,167
2,110
4,132
1,108
5,482396
1,5048
1,48
53,25841
1,452
1,7980
4,19942
2,93
1,77364
1,184
1,120
2,228
1,89
1,96
1,48
1,48
1,104
1,48
1,92
1,104
3,759
1,96
1,104
1,1308
2,92
1,100
1,96
1,104
1,316
3,412
1,896
1,100
1,96
1,96
1,148
2,272
1,2956
1,2824
2,815
1,9580
1,268
2,556
1,112
4,3106
1,232
1,3568
22,1014
3,192
6,1131
1,6928
4,108
1,104
3,140
1,212
1,342
10,135
4,710
12,544
27,209
4,2465
1,244
6,3374
4,6472
1,96
2,92
1,1392
14,2591
3,137
1,92
1,132
1,104
1,92
2,160
1,1777
1,1512
1,212
1,14792
1,124
2,104
31,4955
3,1196
3,9930
186,22137
210,146
406,27115
1,940
1,101
2,48
2,148
1,100
101,395
1,92
1,48
1,120
2,973
1,1252
2,6109
10,414
1,108
1,204
1,308
7,2186
1,143
1,2812
1,460
7,205
1,1564
1,92
1,1500
1,560
2,75047
256,2525
59,22577
24,4020
40,19802
1,102
7,566
1,939
1,48
1,88
1,144
1,108
1,48
1,2456
1,48
1,48
3,172
1,48
1,172
1,651
1,5372
2,656
49,5532
37,142999
1,184
1,106200
5,233
2,192
1,1460
1,114
162,48612
31,1481291
1,48
26,5216
70,838
2,20094
5,7981
6,659
12,442986
19,258
8,442722
3,5716
2,2288
4,101
3,1188902
1,48
1,92
1,100
3,100
1,48
1,48
1,51396
1,104
2,3558
1,48
1,1876
1,924
1,48
1,108
2,448
2,614
1,10260
3,4068
510,154452
2,608
1,208
1,3536
2,344
1,3804
1,104
1,48
2,128
1,92
5,37042
1,180
1,104
2,444
6,94
12,3964
2,127
2,17800
1,300
3,5593
1,100
6,967
12,1484234
17,317
70,311
5,148
3,4809
1,248
1,711
2,92
2,14071
4,296
5,1094
2,481
4,347
2,116
1,320
1,840
1,6612
1,1128
1,96
3,100
1,48
1,144
1,48
1,259264
1,144
1,333
5,4955
1,116
1,480
1,776
6,249
37,607
1,1000
1,184
13,7629
3,3504
1,23587
2,23539
66,2638
1,904
2,484
1,2901
1,129
6,145
3,505
3,152
1,48
3,533
5,3399
3,164
1,2040
3,250
1,84
28,19269
1,2816
1,516
2,144
2,444
2,112
2,23628
1,604
41,446
6,94
1,269
3,1266
1,572
1,284
4,180
3,792
4,112
1,120
19,1893
12,513
1,96
12,491
2,114
8,11281
82,765
7,116
2,10516
1,48
4,90
3,43804
1,280
4,24313
1,88
1,3155
1,140
1,140
1,31851
1,148
1,48
3,172
1,96
1,100
1,1136
2,124
1,48
1,78
1,612
6,96
1,6469
2,106
3,1468
3,111571
2,2244
1,120
2,104
1,48
1,12304
1,15898
1,568
2,100
12,364
1,328
1,9599
312,3472
5,165
1,48
1,116
1,464
44,893
1,111
1,14720
16,2108
3,102
11,12140
12,114
35,132651
1174,1928
4,253
2,12889
1,8682
4,117
2,244
1,564
1,116
2,156
1,19172
5,1485466
4,725
1,88
58,44239
38,658
31,18133
1,89
7,10992
1,48
1,1265
1,352
3,194
2,22287
1,3272
1,108
2,3952
1,84
1,7080
1,48
3,6072
7,152
1,1201
3,4604
1,152
1,172
1,352
5,660
1,92
1,2240
1,48
4,14346
1,668
1,128
1,342
1,128
1,120
2,164
1,48
2,108
1,136
1,424
2,98
2,192
23,22999
1,96
2,4415
1,140
4,142
8,170
162,1185
14,477
20,119384
2,169
15,52101
4,113
5,137
2,233
15,2575
4,164
1,103
4,196
3,141
1,131
1,900
1,2725
1,352
1,48
1,101
1,6096
1,556
2,110
1,172
1,1072
1,92
1,49672
1,120
1,284
1,113
1,48
1,100
1,108
5,1116
1,1852
1,2004
13,6792
1,3276
1,160
2,352
2,3608
3,92
1,1436
5,16560
1,100
4,110
1,104
1,104
1,104
1,9548
1,100
1,412
2,93220
2,148
1,579522
2443,13811
1,48
1,92
6,176
1,88
2,7628
1,91
5,104717
3,360
1,88
1,48
1,48
2,344
1,318
2,183
2,128
1,3628
2,96
1,1470
1,92
1,164
1,136
129,3699
1,1136
1,96
1,876
1,4500
1,392
1,8348
2,48
1,48
15,341
1,193
1,384
30,7224
1,104
1,17780
1,1448
1,15620
1,188
19,51241
1,13480
1,144
6,25491
1,3340
47,1245
12,160515
1,204
10,2480
1,16968
2,92
1,17112
1,1192
2,4988
5,106
1,1460
8,106
28,389
9,6944
241,816
30,2183
5,514
4,461
1,120
2,421
3,94974
2,116
24,10550
2,88
1,48
1,112
1,48
1,116
4,120
1,676
1,1231
1,3572
1,928
1,4612
1,108
1,224
1,48
1,48
1,7888
1,204
1,148
1,112
1,132
1,128
1,168
1,120
2,356
3,5400
1,112
1,342
1,23152
35,322450
4,6735
88,130
2,6188
9,1427
4,724
9,681
2,376
8,10581
2,47173
2,302
1,88
2,112
3,8235
2,112
1,460
2,48
2,2900
1,1560
1,488
1,491
1,9172
1,556
2,432
1,208
1,92
2,15440
2,812
3,212
1,48
5,349
1,280
92,1069
40,20423
2,1012
1,160
1,1924
2,30524
1,164
2,3512
19,249
1,96
3,812
1,736
1,189
1,89
4,629
2,11760
3,6120
6,97986
1,2354
513,206
1,4312
1,132
2,7628
1,95
2,124
1,48
1,72
1,256
1,120
1,88
1,120
1,428
3,700
1,48
1,1352
1,26108
1,952
117,267
1,508
1,108
1,10587
1,92
5,380
1,332
5,271
367,16218
1,4312
1,48
28,4058
14,162
11,126
1,48
8,1064
4,94
18,128
2,5841
1,48
1,184
1,108
